#묶음	번호	식별자	EN	JP	KO
0	0	MA_LEGAL_PATH	<1>As you can see, the Path Placement icon is ON. You can use your stylus to place paths!	<1>歩道設置アイコンがＯＮになっています。\nタッチペンで歩道が書けますよ！	
2	2	NT_GOODS_START	<1>A distributor wants to negotiate the price of goods. A representative is waiting in the other room. Well, let's go!	<1>卸業者から仕入れ値交渉の申し出がありました！\n代表者が別室で待機してます。\nでは…行きますか！	
2	3	NT_AGREE_AND_BASE_UP	<2>Hey! It looks like you've come to an agreement. Staff wages will change by %d.%d%%.	<2>イェイ！交渉はバッチリ円満に\n解決したんですね！賃金引き上げ率\n%d.%d%%で話がまとまりましたよ！	
2	4	NT_FAIL_AND_STRIKE	<4>Oh no! The negotiation didn't work out! The workers are angry and are on strike near the park entrance.	<4>交渉決裂だったんですね…\n入口付近でスタッフ達、怒っているのか、\nストライキを決行していますよ！	
2	5	NT_AGREE_AND_COST_UP	<2>Well, it looks like you've come to an agreement. Cost of goods will change by %d.%d%%.	<2>イェイ！交渉はバッチリ円満に\n解決したんですね！仕入れ値引き上げ率\n%d.%d%%で話がまとまりましたよ！	
2	6	NT_FAIL_AND_STOP_GOODS	<4>Oh man! Looks like talks didn't go well! Not only have prices gone up 10%, but all deliveries have been stopped, too.	<4>交渉決裂だったんですね…\n仕入れ値10％アップの上、\n納品がストップされてしまいました！	
3	0	CELL1621			
3	1	YET_START	<2>So a year has passed already. Time to put together the financial statement for %s.	<2>オーナー、１年間お疲れ様でした！\n%s年度、決算報告を行います！	
3	2	YET_GOOD_AT_FIRST_YEAR	<2>That was a good first year! Keep up the good work!	<2>初年度から良いスタートダッシュですね！\nこんな感じで、盛り上げていきましょう！	
3	3	YET_BAD_AT_FIRST_YEAR	<4>So you didn't make any profits in the first year... Better go over some of the basics.<P>Is the front gate open? Are the attractions up and running or are they still turned off?<P>Hey, you're just getting started. Take it easy, I know you can manage the park better.	<4>初年度は収入を得られませんでしたね…\nもう一度、基本から見直しましょう。<P>ゲートはちゃんと開いていますか？\nアトラクション休止したままとか\nないですかね？<P>まぁ、始まったばかりですもんね。\nボクはオーナーを信じてますよ！	
3	4	YET_TERRIBLE_MANAGEMENT	<3>Depending on next year's account balances, the park could be in real danger of going bankrupt. We're in deep trouble.<P>Why don't we raise the admission fee and the prices of merchandise while putting together a plan to rebuild the park?<P>Well, we gotta do something drastic. It's up to you, the owner, to make these tough decisions. 	<3>来年度の決算で、\n破産する可能性がかなり高い、\nこれはヤバい状況ですね…<P>例えば一時的に、\n入場料、ショップの値段を極端に値上げし、\n立て直しを計る、ってのはどうですかね？<P>とにかくもう、\nイッパイイッパイなんです！\nここはオーナーの決断力にかかっています！	
3	5	YET_BAD_MANGEMENT	<3>The park could be managed better. We could still go bankrupt if we run it the same way next year.<P>How about drawing in bigger crowds with new rides, then get them to spend in our shops?<P>Trust me. Stick to the basics and profits will soar! First, review expenditures to make sure we haven't wasted funds.	<3>来年度に不安が残る内容です…\nこのままでは破産なんてことも考えられます。<P>新しいアトラクションで集客力を高め、\n集まったお客さんに、ショップでお金を\n落としてもらうとか、どうですか？<P>基本さえ守れば絶対収入は上がります！\nまず、無駄な支出がないか\nシッカリ見極めましょう！	
3	6	YET_SOSO_MANGEMENT	<2>It may not be much, but we've made some profit. Keep up the good work!	<2>わずかですけど、収支がプラスの結果ですね。\nこの調子、この調子！\n盛り上がっていきましょう！	
3	7	YET_GOOD_MANAGEMENT	<2>You're getting the hang of park management. Keep up the good work and stay focused!	<2>経営がいい感じに盛り上がってきてますね～。\nでも気抜いちゃダメっすよ。\n気合入れていきましょう！	
3	8	YET_BEST_MANAGEMENT	<2>What a great year! Keep up the good work and let's make next year profitable, too!	<2>オーナー、結果バッチリなんじゃないすかね？\n来年もこの調子をキープして\n盛り上げましょうよ！	
3	9	YET_YOU_ARE_THE_GOD	<5>Let me just say that you are really, really doing great! You can make this the number one Park in the world!	<5>やっぱオーナーはスゲェ人だ…\nボクはもう「目指せ世界一」と言うしかない！	
3	10	YET_ADVICE_ABOUT_SHOP	<1>You know, an amusement park has two basic sources of income: admission fees and shop sales.<NEXT>	<1>基本的なテーマパークの収入源は、\n”入場料”と”ショップの売り上げ”の\n二つなんですよ。<P>特にショップは重要！\nどうやってショップにお客さんを呼ぶか？\nまずはソコから考えますかね。	
3	11	YET_ADVICE_ABOUT_RIDE	<1>Well, first, we need a lot of people to come to the Park. And what's the best way to draw in large crowds?<P>New rides will pull guests into the Park. I say, let's set up some new rides!	<1>お客さんをたくさん集める為には、\nどうしたらいいか？<P>新しいアトラクションは、\nお客さんの気を引きます。\nどんどんアトラクションを設置しましょう！	
3	12	YET_ADVICE_ABOUT_RIDE_SHOP	<2>Increase your ability to attract customers with new rides and get them to spend more money in your shops!<P>That's basically how money flows in at amusement parks! Don't forget the basics when you manage your park!	<2>アトラクションでバッチリ集客力を高め、\n集まったお客さんに\nショップで買い物してもらう！<P>これが基本中の基本！\nこの流れを頭に入れて\nテーマパークを経営していきましょう！	
3	13	YET_ADVICE_ABOUT_NEWS	<2>Thanks to advancements in research and development, you can perform new actions. So what should you do?	<2>研究開発によって、色々とできるように\nなりましたね。選択肢が増えてくると、\n何をして良いのか迷いますよね？<P>まずは新規アトラクション、ショップの開発を\nガンガンやってみるのがオススメですよ！	
3	14	YET_ADVICE_ABOUT_BUY_SHARES	<1>Paying dividends on your own stock is a big expenditure that you can't ignore.<P>If you can afford to do it, maybe it's a good idea to buy back your own stock.	<1>自社株の配当金。\nコレが馬鹿にできない支出なんですよ。<P>もし余裕があればですよ？\n思い切って自社株を買い占めてしまうのも\n良いかもしれません！	
3	15	YET_BONUS	<2>I have some great news! Your theme park sponsor has taken note of your excellent management skills!<P>You will be receiving a bonus of %s! Congratulations!	<2>オーナー！うれしい報告です！\nテーマパークのスポンサーから、今年度の\n経営姿勢が高く評価されたようですよ！<P>計%sのボーナスが\n臨時で支給されます！イェイ！！	
4	0	CELL1791			
4	1	YET_ADVICE_PARK_VALUE	<1>Try thinking of ways to cut labor costs. Let's take a look at Park Sanitation - the Handymen.<P>The cleaning routes function, have you ever used it? It allows you to make Handymen focus their work in specific areas.<P>Using this function is more efficient than just hiring more staff to cover areas at random.	<1>人件費を節約するやり方について考えましょう。\n衛生面で大事なスイーパーに関してです。<P>清掃エリア指定機能、使っています？\n汚れやすい場所を徹底的に\nキレイにしてもらうこの機能。<P>たくさんスイーパーを雇用するよりも、\nこの機能をうまく利用した方が\n絶対、お得ですよ！	
4	2	YET_ADVICE_STAFF_GURD	<1>Try using a small number of staff efficiently. That'll reduce labor costs for sure.<P>The "pin set" function, have you ever used it? It lets you move workers from one point to another.	<1>人件費は、\n少ない人数で上手にやってもらう事で\nバッチリ削減できますよ。<P>目的地にスタッフを直接移動させる\nピンセット機能。\nコレをうまく活かさない手はない！	
4	3	YET_ADVICE_LOOP	<1>You know, to improve your park, you have to constantly think about how to keep guests from becoming unhappy.<P>Letting criminals run around the park is not good. Make sure your guards do their job!	<1>より良いテーマパークを目指すには、\nお客さんの不満に対する\n心配りが大事なんですよ。<P>アウトローがのさばっていたら、\nお客さんの不満は増すばかり！\nガードマンで早めに撃退です！	
4	4	YET_ADVICE_FACILITY	<1>You know, to improve your park, you have to constantly think about how to keep guests from becoming unhappy.<P>It's easy to get bored while waiting in long lines. Try to think of ways to keep them from growing impatient.<P>You know, like using entertainers to keep them happy and placing trees near queues to keep them cool and calm.	<1>より良いテーマパークを目指すには、\nお客さんの不満に対する\n心配りが大事なんですよ。<P>順番待ちのお客さんは退屈すると不満が増加！\n飽きさせない工夫を考えないと！<P>エンターテナーで楽しませたり、\n整列歩道に木を配置するだけで\nだいぶ気が紛れるんですよ。	
4	5	YET_ADVICE_SHOP	<1>You know, to improve your park, you have to constantly think about how to keep guests from becoming unhappy.<P>Guests get tired and leave after walking around the park aimlessly.<P>So this is where Sign Posts and one-way signs to direct traffic comes in. Give it a try and just place them where they're needed!	<1>より良いテーマパークを目指すには、\nお客さんの不満に対する\n心配りが大事なんですよ。<P>園内をずーっと歩き続けたお客さんは、\nまぁ普通、疲れて\nすぐに帰ってしまいますよね。<P>そこで案内標識、一方通行路の出番。\n物は試し。まず好きに配置してみましょうよ！	
4	6	YET_ADVICE_CAUTION_LITTLE_THINGS	<1>Try thinking of ways to cut labor costs. Let's take a look at Park Sanitation - the Handymen.<P>The cleaning routes function, have you ever used it? It allows you to make Handymen focus their work in specific areas.<P>Using this function is more efficient than just hiring more staff to cover areas at random.	<1>人件費を節約するやり方について考えましょう。\n衛生面で大事なスイーパーに関してです。<P>清掃エリア指定機能、使っています？\n汚れやすい場所を徹底的に\nキレイにしてもらうこの機能。<P>たくさんスイーパーを雇用するよりも、\nこの機能をうまく利用した方が\n絶対、お得ですよ！	
4	7	YET_ADVICE_PARK_VALUE2	<1>Try using a small number of staff efficiently. That'll reduce labor costs for sure.<P>The "pin set" function, have you ever used it? It lets you move workers from one point to another.	<1>人件費は、\n少ない人数で上手にやってもらう事で\nバッチリ削減できますよ。<P>目的地にスタッフを直接移動させる\nピンセット機能。\nコレをうまく活かさない手はない！	
4	8	YET_ADVICE_STAFF_GURD2	<1>You know, to improve your park, you have to constantly think about how to keep guests from becoming unhappy.<P>Letting criminals run around the park is not good. Make sure your guards do their job!	<1>より良いテーマパークを目指すには、\nお客さんの不満に対する\n心配りが大事なんですよ。<P>アウトローがのさばっていたら、\nお客さんの不満は増すばかり！\nガードマンで早めに撃退です！	
4	9	YET_ADVICE_LOOP2	<1>You know, to improve your park, you have to constantly think about how to keep guests from becoming unhappy.<P>It's easy to get bored while waiting in long lines. Try to think of ways to keep them from growing impatient.<P>You know, like using entertainers to keep them happy and placing trees near queues to keep them cool and calm.	<1>より良いテーマパークを目指すには、\nお客さんの不満に対する\n心配りが大事なんですよ。<P>順番待ちのお客さんは退屈すると不満が増加！\n飽きさせない工夫を考えないと！<P>エンターテナーで楽しませたり、\n整列歩道に木を配置するだけで\nだいぶ気が紛れるんですよ。	
4	10	YET_ADVICE_FACILITY2	<1>You know, to improve your park, you have to constantly think about how to keep guests from becoming unhappy.<P>Guests get tired and leave after walking around the park aimlessly.<P>So this is where Sign Posts and one-way signs to direct traffic comes in. Give it a try and just place them where they're needed!	<1>より良いテーマパークを目指すには、\nお客さんの不満に対する\n心配りが大事なんですよ。<P>園内をずーっと歩き続けたお客さんは、\nまぁ普通、疲れて\nすぐに帰ってしまいますよね。<P>そこで案内標識、一方通行路の出番。\n物は試し。まず好きに配置してみましょうよ！	
5	0	CELL1911			
5	1	YET_ADVICE_PLACE_1	<2>Hey, it's time to teach you some new techniques to keep your guests from becoming unhappy with your park!<P>Planting too many trees will make them less effective as landmarks and will lead to more guests getting lost.<P>You can use facilities as landmarks and also use Sign Posts and one-way signs to help guests navigate through the park.	<2>より良いテーマパークを目指す為の、\nお客さんの不満を抑える、\nスゲェ、テクニックを教えましょう！<P>木をたくさん植えていると、\nシンボルが少なくなって\n道に迷いやすくなってしまうんです。<P>そこで目印となる施設を設置したり、\n案内標識や一方通行路を利用して、\nお客さんを導いてあげましょう！	
5	2	YET_ADVICE_PLACE_2	<2>Hey, it's time to teach you some new techniques to keep your guests from becoming unhappy with your park!<P>Your entertainers and guards are actually good guides, too!<P>Placing them in troublesome areas is a smart thing to do. They will help the guests from getting lost!	<2>より良いテーマパークを目指す為の、\nお客さんの不満を抑える、\nスゲェ、テクニックを教えましょう！<P>ガードマンやエンターテナーは、\nパーク内の道案内もこなす、\nマルチなスタッフなんです！<P>お客さんが迷いやすい場所に配置すれば、\nきっとイイ仕事してくれますよ！	
5	3	YET_ADVICE_PLACE_SHOP_WITH_RIDE	<5>One of the entertainers is Chicken Man. Well, he has an amazing ability!<P>He's really good at kicking out criminals!<P>With a Guard and a Chicken Man, you can guide guests and fight crime at the same time! What a team!	<5>エンターテナー、”コッケークン”\n実は彼にはスゲェ力があるんですよ。<P>なんと、アウトローをやっつける\n強力なキックの持ち主なんです！<P>ガードマンとコッケークン、\n一緒にいれば道案内も警備もできる\nゴールデンコンビ！	
5	4	YET_ADVICE_PLACE_FAC_WITH_RIDE	<2>Here are some techniques you can use to keep guests from becoming tired.<P>When creating paths, try to keep the number of dead ends to a minimum. You have to focus on keeping layouts simple.<P>And if you have extra funds, you should put in a monorail so guests can circle around the park at any time.	<2>お客さんを疲れさせない、\n様々なテクニック教えますよ～。<P>歩道を作る時は、\nなるべく行き止まりを減らしましょう。\nわかりやすい構造を心がけるのが重要！<P>もしお金に余裕があるならば\n園内をぐるっと周れる”モノレール”を\n設置するのも良いですね！	
5	5	YET_ADVICE_LEAD_PEOP	<2>Upgrading the appearance of the shops and rides will increase their earnings.<P>You should try placing some tropical bushes near water slides.<P>The plants will dramatically add to the tropical paradise atmosphere! I'm sure it'll draw in more guests to the ride!	<2>アトラクション、ショップは\n見栄えを良くする事で\nより収益をアップが狙えますよ。<P>ウォータースライダーの周りに、\n”熱帯樹”を多数配置しましょう。<P>これだけで、南国感は格段にアップ！\n雰囲気の良さは、集客力のアップにもなるはず！	
5	6	YET_ADVICE_FOOD_AMOUNT	<2>Let's look at how people move through amusement parks and put that knowledge to good use!<P>You know, as your park gets bigger, some attractions will begin to lose their popularity.<P>So try placing popular rides like roller coasters in the back of the park.<P>When guests walk to their favorite rides, they'll pass by some of the less-popular rides on the way.<P>And having more people walk by the less-popular attractions will raise the chances of them riding it. 	<2>導線とよばれる、人の動き、流れを利用した、\nスペシャル集客テクニックをお教えします！<P>テーマパークが大きくなると、\n人気が落ちるアトラクションも\n増えてきますよね。<P>そこでジェットコースター等の\n人気アトラクションを\nテーマパークの奥に配置してみます。<P>人気アトラクション目指してやってきた\nお客さんの目に、\n不人気アトラクションも自然と映る！<P>お客さんの目に触れる機会が増えれば、\n利用される可能性もアップ！\nガンガン相乗効果、狙っていきましょー！	
5	7	YET_ADVICE_KIDS_MIND	<2>Hey, it's time to teach you some new techniques to keep your guests from becoming unhappy with your park!<P>Planting too many trees will make them less effective as landmarks and will lead to more guests getting lost.<P>You can use facilities as landmarks and also use Sign Posts and one-way signs to help guests navigate through the park.	<2>より良いテーマパークを目指す為の、\nお客さんの不満を抑える、\nスゲェ、テクニックを教えましょう！<P>木をたくさん植えていると、\nシンボルが少なくなって\n道に迷いやすくなってしまうんです。<P>そこで目印となる施設を設置したり、\n案内標識や一方通行路を利用して、\nお客さんを導いてあげましょう！	
5	8	YET_ADVICE_PLACE_SHOP_WITH_RIDE2	<5>One of the entertainers is Chicken Man. Well, he has an amazing ability!<P>He's really good at kicking out criminals!<P>With a Guard and a Chicken Man, you can guide guests and fight crime at the same time! What a team!	<5>エンターテナー、”コッケークン”\n実は彼にはスゲェ力があるんですよ。<P>なんと、アウトローをやっつける\n強力なキックの持ち主なんです！<P>ガードマンとコッケークン、\n一緒にいれば道案内も警備もできる\nゴールデンコンビ！	
5	9	YET_ADVICE_PLACE_FAC_WITH_RIDE2	<2>Here are some techniques you can use to keep guests from becoming tired. <P>When creating paths, try to keep the number of dead ends to a minimum. You have to focus on keeping layouts simple.<P>And if you have extra funds, you should put in a monorail so guests can circle around the park at any time.	<2>お客さんを疲れさせない、\n様々なテクニック教えますよ～。<P>歩道を作る時は、\nなるべく行き止まりを減らしましょう。\nわかりやすい構造を心がけるのが重要！<P>もしお金に余裕があるならば\n園内をぐるっと周れる”モノレール”を\n設置するのも良いですね！	
5	10	YET_ADVICE_LEAD_PEOP2	<2>Upgrading the appearance of the shops and rides will increase their earnings.<P>You should try placing some tropical bushes near water slides.<P>The plants will dramatically add to the tropical paradise atmosphere! I'm sure it'll draw in more guests to the ride!	<2>アトラクション、ショップは\n見栄えを良くする事で\nより収益をアップが狙えますよ。<P>ウォータースライダーの周りに、\n”熱帯樹”を多数配置しましょう。<P>これだけで、南国感は格段にアップ！\n雰囲気の良さは、集客力のアップにもなるはず！	
5	11	YET_ADVICE_FOOD_AMOUNT2	<2>Let's look at how people move through amusement parks and put that knowledge to good use!<P>You know, as your park gets bigger, some attractions will begin to lose their popularity.<P>So try placing popular rides like roller coasters in the back of the park.<P>When guests walk to their favorite rides, they'll pass by some of the less-popular rides on the way.<P>And having more people walk by the less-popular attractions will raise the chances of them riding it. 	<2>導線とよばれる、人の動き、流れを利用した、\nスペシャル集客テクニックをお教えします！<P>テーマパークが大きくなると、\n人気が落ちるアトラクションも\n増えてきますよね。<P>そこでジェットコースター等の\n人気アトラクションを\nテーマパークの奥に配置してみます。<P>人気アトラクション目指してやってきた\nお客さんの目に、\n不人気アトラクションも自然と映る！<P>お客さんの目に触れる機会が増えれば、\n利用される可能性もアップ！\nガンガン相乗効果、狙っていきましょー！	
6	0	CELL2041			
6	1	CELL2051	<1>Hey! Welcome to the Theme Park guided tour!	<1>ようこそ、テーマパークガイドツアーへ！	
6	2	CELL2061	<2>Lee here, and I'll be your guide today.	<2>ボクはリー。これからオーナーを\nバッチリ案内させていただきますね。\nよろしくです！	
6	3	CELL2071	<1>Let's roll. I'm going to give you a rundown on how to build your very own Theme Park!	<1>それでは最初に、\nテーマパークの造り方を\nチュートリアル形式で学んでみますか！	
6	4	CELL2081	<1>Hey, if you want to skip the tutorial, just press the "Start" button.	<1>そうそう。スタートボタンで、いつでもこの\nガイドツアーをスキップできるんですよ。\n覚えておいてくださいよ！	
6	5	CELL2091	<1>Okay, let's start with the basics -- Placing Paths.	<1>まずは基本中の基本から。\n”歩道”の敷設をやってみましょう。	
6	6	CELL2101	<1>You need to let your guests walk around your theme park, right? Well, paths allow them to do that.	<1>お客さんが自由にパークを歩く為に、\n歩道は絶対に必要な要素なんです。\nそう、まさに基本！	
6	7	CELL2111	<1>See the flashing thingie? That's the "Path" icon. Tap it with your Stylus.	<1>いまアイコンが光っていますよね？\nこれが”歩道アイコン”です。\nさぁ、タッチしてください！	
6	8	CELL2121	<1>Do you see the flashing line on the Park screen? Trace it with your Stylus.	<1>パーク画面に光るラインが出てきましたね。\nこれをタッチペンでなぞってみましょう。	
6	9	CELL2131	<1>Good, you've just placed your first Path! Why don't you try another one, just to get the hang of it?	<1>これで歩道が完成です！\nではおさらいで\nもう一つ歩道を敷設しますか！	
6	10	CELL2141	<2>Great! Pretty easy, isn't it? You'll be up and running in no time!	<2>よっしゃ！もう歩道敷設はバッチリですよね？\nこんな感じで、どんどんナビゲートしますよ！	
6	11	CELL2151	<1>Okay then, let's try placing a ride! Every theme park needs rides, right?	<1>次に”アトラクション”の設置をしましょう。\nコレがなければテーマパークじゃない！	
6	12	CELL2161	<1>The "Place Ride" icon is flashing. Let's tap that icon.	<1>”アトラクション設置アイコン”が\n点滅していますね。\nタッチしてみましょうか。	
6	13	CELL2171	<1>Did you notice that the upper and lower screens have switched? The lower screen now shows the "Buy Ride" screen.	<1>画面が切り替わりましたね！\n下の画面に表示されているのが\n”アトラクション購入画面”です。	
6	14	CELL2181	<1>You can buy rides for your theme park here. 	<1>アトラクションの購入はココで行います。	
6	15	CELL2191	<1>Try tapping the "Bouncy Castle" icon to get the info on the ride.	<1>試しに\nバウンシーキャッスルにタッチしましょう。	
6	16	CELL2201	<1>Now that you got the info on the Bouncy Castle ride, let's put it in the park!	<1>説明文が表示されましたよね？\nアトラクションの特徴は\nコレを見れば一目瞭然！	
6	17	CELL2211	<1>Either draw a check mark on, or a circle around the Bouncy Castle ride to select it.	<1>ではバウンシーキャッスルを\nタッチペンで”チェック”\n又は○で囲んでみましょう。	
6	18	CELL2221	<1>The upper and lower screens have switched back. Let's place the Bouncy Castle ride you've selected.	<1>画面が切り替わりましたね。\nそれでは選択中の\nバウンシーキャッスルを配置しましょう！	
6	19	CELL2231	<1>With your Stylus, move the Bouncy Castle to the location that is flashing.	<1>タッチペンでバウンシーキャッスルを、\nパークの光っている場所に\n移動させてください。	
6	20	CELL2241	<1>After you place it in position, an OK button will appear on the bottom right of the screen. Tap the OK button.	<1>配置場所が決まると、\nＯＫアイコンが表示されます。\nタッチしてみましょう！	
6	21	CELL2251	<1>Look, your Bouncy Castle ride is now in place! But it still needs some preparations, you know.	<1>バウンシーキャッスルが配置されましたよ！\nでも、コレではまだ機能しないんですよね～。	
6	22	CELL2261	<1>It needs to have an entrance and an exit. Otherwise, no one can ride it.	<1>どのアトラクションでも、\n”入口”と”出口”を設ける事で、初めて\nお客さんが遊べるようになるんです。	
6	23	CELL2271	<1>Okay, so you need to decide where you want the ride's entrance and exit to be. Let's start with the entrance.	<1>では、これから\n出入口の場所を設定してみましょう。\nまず入口からいきますか！	
6	24	CELL2281	<1>Tap the location that is flashing. This is where we'll put the entrance. Tap OK to confirm.	<1>光っているところをタッチしましょう。\nココにアトラクションの入口を配置します。	
6	25	CELL2291	<1>Good. The entrance is placed! Okay, let's move onto placing the ride's exit.	<1>入口が配置されました！\n次は出口の配置ですね。	
6	26	CELL2301	<1>Tap the location that is flashing. This is where we'll put the exit. Tap the OK button to confirm the placement.	<1>入口と同じように、\n光っているところをタッチした後、表示される\nＯＫアイコンをタッチしてみましょう！	
6	27	CELL2311	<2>Great! So we've finished placing the ride's entrance and exit. It's now ready for guests to enjoy!!	<2>イェイ！出入口配置完了！\nコレでこのアトラクション、\n準備オッケーとなりました！	
6	28	CELL2321	<1>Oh, I almost forgot. I gotta tell you a very important rule about placing entrances and exits.	<1>あ！\n出入口を配置する際の大事なルール、\nオーナーに教えとかないと。	
6	29	CELL2331	<1>You need to place them next to a Path.	<1>入口も出口も、\n絶対に歩道と隣接する場所に\n配置しなきゃいけないんですよ。	
6	30	CELL2341	<1>If the ride isn't adjacent to a Path, your guests can't get in!	<1>歩道と出入口が繋がってなければ…\nどうなるかって？お客さん、アトラクション\n利用できなくなっちゃいます！	
6	31	CELL2351	<2>This is the most important thing to remember about ride placement. 	<2>アトラクションを配置する際、\nスゲェ大切なことなんで、\n良く覚えておいてくださいね！	
6	32	CELL2361	<5>Hey look! The first guests are arriving! Guess they heard the news about your new Park!	<5>おっと？\nもうお客さんが来てしまいましたよ？\nみんな情報通だな～。	
6	33	CELL2371	<1>Let's open the Entrance Gate and let the guests into the Park. Tap the Entrance Gate!	<1>入場ゲートを開けて遊んでもらいましょう。\nゲートをタッチしてください！	
6	34	CELL2381	<1>Here they come! Looks like they are heading for your newly-placed ride!	<1>お客さんがパークに入ってきましたよ！\nみんなアトラクションに向かっていますね。	
6	35	CELL2391	<1>Look. They're enjoying the ride, but there's a little problem here.	<1>お客さん、みんな楽しそうだな～。\nでもこのままだとちょっと問題があるかな…	
6	36	CELL2401	<4>With the current set-up, your Bouncy Castle ride only lets a small number of people enjoy it at one time.	<4>今のままだと、\nバウンシーキャッスル定員人数分の\nお客さんしか楽しめないんですよね。	
6	37	CELL2411	<3>If the Bouncy Castle is in use and can't be ridden when a guest arrives, the guest will just turn away and head somewhere else.	<3>で、定員にもれてしまったお客さん、\nムッとして\n他のところに遊びに行ってしまうんですよ。	
6	38	CELL2421	<1>To keep a ride constantly busy, it helps to provide a place for guests to wait while the ride is in use.	<1>お客さんにはイイ気分で遊んでもらいたい！\nってことで、これから良い方法を教えます！	
6	39	CELL2431	<1>Let's place a Queue for those guests who are interested in waiting in line for the Bouncy Castle.	<1>バウンシーキャッスルで\n遊びたいお客さん達の為に、\n”整列歩道”を敷設しましょう。	
6	40	CELL2441	<1>Queues are special paths where guests can line up and wait for their turn on the ride.	<1>整列歩道とは、\nお客さんにアトラクションの順番、\n待って並んでもらう為の専用区画です。	
6	41	CELL2451	<1>Before placing the Queue, you should make space for it.	<1>…っと、その前にまず下準備。\n整列歩道を敷設する場所を\n空けなきゃなりませんね。	
6	42	CELL2461	<1>Tap the "Eraser" icon.	<1>では”消しゴムアイコン”を\nタッチしてください。	
6	43	CELL2471	<1>Now the "Eraser" icon is active. Try tracing the flashing section of the Path with your stylus.	<1>消しゴムアイコンがＯＮの状態になりました。\n光っている歩道を、\nタッチペンでなぞりましょう。	
6	44	CELL2481	<1>Good, the path has been removed! The "Eraser" icon can be used to remove various objects and facilities from your park.	<1>歩道が消えましたね！\nこのように消しゴムアイコンは、\n色々な施設の撤去に使用します。	
6	45	CELL2491	<1>Now that you have the space, let's place the Queue. Tap the triangle above the "Path Placement" icon.	<1>それでは整列歩道の敷設に入りますか。\n歩道設置アイコンの上にある、\n△の部分をタッチしてください。	
6	46	CELL2501	<1>This is the Paths icon menu. You can select various paths, queues, tracks and courses from this menu.	<1>今表示されているのが\n”歩道アイコンツリー”です。様々な種類の\n通路、レールを敷設する事ができます。	
6	47	CELL2511	<1>The flashing icon is the Queue icon. Tap it.	<1>光っているアイコンが整列歩道アイコンです。\nこれをタッチしてください。	
6	48	CELL2521	<1>The "Path" icon has been replaced with the "Queue" icon. You're ready to place your Queue now!	<1>歩道設置アイコンが\n整列歩道アイコンに切り替わりました。\nこれで整列歩道を敷設できます！	
6	49	CELL2531	<1>Okay, trace the flashing line with your stylus to place the Queue.	<1>では整列歩道を敷設してみましょう。\n光っているラインの上を\nタッチペンでなぞってください。	
6	50	CELL2541	<2>The new Queue has been placed!	<2>整列歩道が敷設されましたよ！	
6	51	CELL2551	<2>Look, the customers are already starting to line up. Good job.	<2>おっと、早速お客さんが\n整列歩道に並んでくれるようになりましたね。\nヤッタ！	
6	52	CELL2561	<1>By the way, you gotta be smart about placing Queues. It takes some thinking and planning.	<1>そうそう。整列歩道ってのは、\nただ適当に敷設すればいい、って\nモノじゃないんですよ。	
6	53	CELL2571	<4>If a Queue is too long, guests might get bored while waiting in line. If a Queue is too short, guests won't be able to get in line.	<4>整列歩道が長すぎると\nお客さんは飽きちゃうし、短すぎても\n今度は並んでくれないんですよね。	
6	54	CELL2581	<1>You need to think carefully about the length and structure of Queues.<P>You should keep in mind the type of ride and its popularity, among other factors. 	<1>列で待っているってことを考えて、\n長さや構造について\n良く考えなくちゃならないですね～。	
6	55	CELL2591	<2>Just think about what your guests will have on their minds when they see the line.	<2>アトラクションの種類と\nお客さんの入りを見て、ベストな整列歩道が\n敷けるよう、ガンバリましょう！	
6	56	CELL2601	<5>Oh look, some of our guests are getting hungry. Let's set up some food and drink facilities.	<5>おっ？遊び疲れてお腹が空いてきた\nお客さんがいるみたいです。\n飲食店、建てましょうかね。	
6	57	CELL2611	<1>Uh... hmmm. How about an ice cream shop? Everyone loves ice cream.	<1>えーっと、そうだなぁ…\nパークの定番、ソフトクリーム屋を\n設置してみましょうか！	
6	58	CELL2621	<1>The icon that is flashing is the "Place Shop" icon. Let's tap this icon.	<1>いま光っているのが\n”ショップ設置アイコン”です。\nコレをタッチしてください。	
6	59	CELL2631	<1>The upper and lower screens have switched. The "Purchase Shop" screen is now displayed on the lower screen.	<1>画面が切り替わりましたね。\n下画面に表示されているのが\n”ショップ購入画面”です。	
6	60	CELL2641	<1>Buying shops is just as easy as buying rides. Okay then, let's select a Whippy Ice Cream shop.	<1>ここはアトラクション購入の時と同じ流れです。\nではウォーリーアイスを選択しましょう。	
6	61	CELL2651	<1>Next, either draw a check mark on, or a circle around, the Whippy Ice Cream shop.	<1>ウォーリーアイスを”チェック”\n又は○で囲んでみてください。	
6	62	CELL2661	<1>The upper and lower screens have switched back again. Okay, let's place the Whippy Ice Cream shop you selected!	<1>画面が切り替わりましたね。\nそれでは選択中の\nウォーリーアイスを配置しましょう！	
6	63	CELL2671	<1>Use your stylus to move the Whippy Ice Cream shop to the flashing location.	<1>タッチペンでウォーリーアイスを\nパークの光っている場所に\n移動させてください。	
6	64	CELL2681	<1>After you've placed it in position, an OK button will appear on the bottom right part of the screen. Tap the OK button.	<1>配置場所が決まると、\nＯＫアイコンが表示されます。\nタッチしてみましょう！	
