#묶음	번호	식별자	EN	JP	KO
2	6	NT_FAIL_AND_STOP_GOODS	<4>Oh no! Looks like talks have broken down! Not only have prices gone up by 10%, but all deliveries have been stopped.	<4>交渉決裂だったようですね。\n仕入れ値10％アップの上、納品がストップ\nされてしまったようです。	
3	0	CELL1621			
3	1	YET_START	<2>Another year has ended. It's time to put together the financial statement for %s.	<2>今年１年、お疲れ様でした！\n%s年度、決算報告を行います。	
3	2	YET_GOOD_AT_FIRST_YEAR	<2>A successful first year is a sign of good things to come! Keep up the good work and continue bringing in the profits.	<2>初年度から幸先の良いスタートですね！\nこの調子で、コツコツ積み重ねていきましょう！	
3	3	YET_BAD_AT_FIRST_YEAR	<4>You did not profit this first year. Let's take a look at some park fundamentals.<P>Is the front gate open? Are the rides up and running? Or are they still turned off?<P>Don't panic, though, you're just getting started. Take it easy and do your best next year.	<4>初年度は収入を得られませんでした。\nもう一度、基本を確認してみましょう。<P>ゲートは開いていますか？\nアトラクションは運行休止したままでは\nないですか？<P>まだ始まったばかりです。\nあせらず、ゆっくり頑張りましょう！	
3	4	YET_TERRIBLE_MANAGEMENT	<4>Depending on next year's account balances, the park could be in real danger of going bankrupt. This is serious!<P>Why not raise the price of admission and merchandise temporarily while putting together a plan to rebuild the park?<P>Face it. It's time to rebuild the park! The future of this entire endeavor is in your hands!	<4>来年度の決算にて、\n破産する可能性が極めて高い、深刻な状況です。<P>例えば一時的に、入場料、ショップの値段を\n極端に値上げし、立て直しを計るのは\nどうでしょう？<P>もう背に腹は変えられません。\n一刻も早い、立て直し策の実行をお願いします、\nオーナー！	
3	5	YET_BAD_MANGEMENT	<4>The park could be managed better. There's still the possibility of bankruptcy if we run it the same way next year.<P>Let's review! Draw in crowds with new rides, then get them to spend in nearby shops!<P>Stick to the basics and profits will rise. First, review expenditures to make sure we're not wasting any funds.	<4>来年度に不安を残す内容ですね。\nこのままでは\n破産する可能性も否定できません。<P>おさらいです。新しいアトラクションで\n集客力を高め、集まった客に、\nショップでお金を落としてもらう！<P>基本を守れば着実に収入は上がります。\nまずは無駄な支出の\n徹底的な見直しから始めましょう。	
3	6	YET_SOSO_MANGEMENT	<1>It's not much, but any profit is a good sign. Keep up the good work!	<1>小額ながらも収支がプラスなのは良い兆候です。\nこの調子で頑張りましょう！	
3	7	YET_GOOD_MANAGEMENT	<1>Looks like you're getting the hang of park management. Don't get too overconfident, though! Stay focused!	<1>経営が少しずつ、軌道に乗り始めていますね。\nしかし油断は禁物、\n気を引き締めていきましょう！	
3	8	YET_BEST_MANAGEMENT	<2>You're putting on quite a management show! Put your skills to good use and make next year profitable, too!	<2>オーナーの実力が\n存分に発揮されてるようですね。\n来年も着実に結果を出していきましょう！	
3	9	YET_YOU_ARE_THE_GOD	<5>It seems that I've nothing left to teach you... You're an expert at this! Keep it up and watch as your riches grow!	<5>もう、私からは何も言うことはありません。\n稼いで稼いで、稼ぎまくってください！	
3	10	YET_ADVICE_ABOUT_SHOP	<1>An amusement park has two fundamental sources of income, admission fees and shop sales. Shops are especially vital.<P>So, how do you get guests into your shops? Let's take a look.	<1>基本的なテーマパークの収入源は、\n”入場料”と”ショップの売り上げ”\nこの二つです。<P>特にショップは大事な収入源です。\nまず、どうやってショップにお客さんを呼ぶか？\nそれを考えましょう。	
3	11	YET_ADVICE_ABOUT_RIDE	<1>What's the best way to draw in large crowds?<P>New rides will make potential guests more interested in coming to the park. So, let's set up some new rides!	<1>お客さんを多く集めるには、どうしたらいいか？<P>新しいアトラクションほど、\n客の興味を引きます。とにかく\nアトラクションを設置していきましょう！	
3	12	YET_ADVICE_ABOUT_RIDE_SHOP	<1>Increase your ability to attract customers through rides, then get guests to spend money in your shops.<P>This is how money flows at amusement parks. Keep that in mind and manage your park accordingly.	<1>アトラクションで集客力を高め、\n集まった客にショップでお金を落としてもらう。<P>これが基本的な流れです。\nこの流れを頭の片隅において\nテーマパーク経営してみてください。	
3	13	YET_ADVICE_ABOUT_NEWS	<1>Thanks to advancements in research and development, you can perform new actions. So what to do now? Hmm...<P>My advice is for you to focus your energy on developing new rides and shops.	<1>研究開発によって、\n様々な行動が可能となりました。\nどれを試してよいのか迷ってしまいますね。<P>まず新規アトラクション、\nショップの開発に\n力を入れてみる事をお勧めします。	
3	14	YET_ADVICE_ABOUT_BUY_SHARES	<1>Paying dividends on one's own stock is a big expenditure.<P>If you can afford to do it, it may be a good idea to buy back your own stock.	<1>自社株の配当金は馬鹿にできない支出です。<P>余裕があれば、\n自社株を買い占めてしまうのも\n有効かもしれません。	
3	15	YET_BONUS	<2>I have some great news! Your theme park sponsor has taken note of your excellent management skills!<P>You will be receiving a bonus of %s! Congratulations!	<2>報告があります。\nテーマパークのスポンサーから、\n今年度の経営姿勢が高く評価されたようです。<P>計%sのボーナスが\n臨時で支給されます、おめでとうございます！	
4	0	CELL1791			
4	1	YET_ADVICE_PARK_VALUE	<1>Do you want to learn how to create an amusement park of high commercial value?<P>It's all about the number of rides and shops you have. The more the better. Well? Get building!	<1>”資産価値が高い”テーマパークを造る。\n指標となる、重要な要素を説明します。<P>とにかくアトラクション、ショップ、\n設備の個数を増やす、これに尽きます。\nがんばってください！	
4	2	YET_ADVICE_STAFF_GURD	<1>Try to think of ways to cut labor costs. Let's take a look at Park Security -- the Guards.<P>Placing a single guard near the entrance will provide high visibility and ensure you get the most for your money.	<1>人件費を抑えてみる工夫を考えてみましょう。\nテーマパークを守るガードマンに関して。<P>人が密集する入口付近に一人、\n雇用するだけで十分役目を果たすでしょう。	
4	3	YET_ADVICE_LOOP	<1>Consider which rides and shops best compliment each other, then place them accordingly for best results.<P>One example of what you don't want to do is place a roller coaster near food and drink shops.<P>What do you think will happen if guests with full stomachs spin around at high speeds? Not a pretty sight, is it?	<1>アトラクション、ショップ等の施設は、\n組み合わせを考える事で、\nより有効に運営する事が可能です。<P>ジェットコースター等の、\n過激なアトラクションのそばに、\n飲食店を配置してはいけません。<P>飲食後、激しく動く乗り物に乗ったら\nどうなるでしょう？きっと汚い結末が\n待っている事でしょう。	
4	4	YET_ADVICE_FACILITY	<1>Consider which rides and scenery best compliment each other, then place them accordingly for best results.<P>Trees and lakes are too valuable to waste by simply placing them at random.<P>People are calmer and more relaxed in natural surroundings, and more inclined to be happy. Scenery is vital!	<1>アトラクション、ショップ等の施設は、\n組み合わせを考える事で、\nより有効に運営する事が可能です。<P>木や池等の施設の配置は、\n馬鹿に出来ない重要な要素です。<P>木々や水辺はお客さんの心を癒し、\n満足度の向上に貢献します。\n景観もまた、大切な一要素なのです。	
4	5	YET_ADVICE_SHOP	<1>Consider which facilities and shops best compliment each other, then place them accordingly for best results.<P>Imagine if you will, an unsanitary outhouse near a restaurant. You'd lose your appetite, wouldn't you?<P>Remember to keep restrooms at a safe distance from eateries. You might even try placing them behind trees.	<1>アトラクション、ショップ等の施設は、\n組み合わせを考える事で、\nより有効に運営する事が可能です。<P>想像してください。\n飲食店の近くに汚いトイレがあった場合、\nあなたはなにを連想しますか？<P>トイレは飲食店から距離をおいて\n設置しましょう。木々をレイアウトして\n隠してしまうのも手です。	
4	6	YET_ADVICE_CAUTION_LITTLE_THINGS	<1>Once you've gotten the hang of park management, there's no need to listen to all of my advice.<P>BUT! Please pay attention to notices about broken rides and how they affect guests.	<1>テーマパークの運営に慣れてくれば、\n私のアドバイスも\nすべて聞く必要はありません。<P>アトラクションが壊れる、\n動けないお客さんがいる、といった情報のみ、\n注意しておけばよいでしょう。	
4	7	YET_ADVICE_PARK_VALUE2	<1>Do you want to know how to create an amusement park of high commercial value?<P>It's all about the number of rides and shops you have. The more the better. Well? Get building!	<1>”資産価値が高い”テーマパークを造る。\n指標となる、重要な要素を説明します。<P>とにかくアトラクション、ショップ、\n設備の個数を増やす、これに尽きます。\nがんばってください！	
4	8	YET_ADVICE_STAFF_GURD2	<1>Try to think of ways to cut labor costs. Let's take a look at Park Security -- the Guards.<P>Placing a single guard near the entrance will provide high visibility and ensure you get the most for your money.	<1>人件費を抑えてみる工夫を考えてみましょう。\nテーマパークを守るガードマンに関して。<P>人が密集する入口付近に一人、\n雇用するだけで十分役目を果たすでしょう。	
4	9	YET_ADVICE_LOOP2	<1>Consider which rides and shops best compliment each other, then place them accordingly for best results.<P>One example of what you don't want to do is place a roller coaster near food and drink shops.<P>What do you think will happen if guests with full stomachs spin around at high speeds? Not a pretty sight, is it?	<1>アトラクション、ショップ等の施設は、\n組み合わせを考える事で、\nより有効に運営する事が可能です。<P>ジェットコースター等の、\n過激なアトラクションのそばに、\n飲食店を配置してはいけません。<P>飲食後、激しく動く乗り物に乗ったら\nどうなるでしょう？きっと汚い結末が\n待っている事でしょう。	
4	10	YET_ADVICE_FACILITY2	<1>Consider which rides and scenery best compliment each other, then place them accordingly for best results.<P>Trees and lakes are too valuable to waste by simply placing them at random.<P>People are calmer and more relaxed in natural surroundings, and more inclined to get satisfied. Scenery is vital!	<1>アトラクション、ショップ等の施設は、\n組み合わせを考える事で、\nより有効に運営する事が可能です。<P>木や池等の施設の配置は、\n馬鹿に出来ない重要な要素です。<P>木々や水辺はお客さんの心を癒し、\n満足度の向上に貢献します。\n景観もまた、大切な一要素なのです。	
5	0	CELL1911			
5	1	YET_ADVICE_PLACE_1	<1>Here's an advanced shop combination for your consideration. Try it and watch profits rise!<P>Place a Pokey Cola shop next to a Big Time Fry stand and see what happens.<P>After guests enjoy some salty fries, they'll get thirsty. Can you hear the cash registers ringing already?	<1>アトラクション、ショップの\n高度な組み合わせを紹介します。\nこれで売り上げアップ間違いなし！<P>塩気を増やしたビッグフライポテトに隣接して、\nドンキーコーラを出店してみましょう。<P>喉が渇いたお客さんは、\n飲み物を欲しがるでしょう。ショップ同士、\n売り上げの相乗効果が見込めます。	
5	2	YET_ADVICE_PLACE_2	<1>Here's an advanced ride and shop combination to consider. Try it and watch profits rise!<P>The Bouncy Castle draws in a lot of kids.Try placing a Whippy Ice Cream stand nearby.<P>You already know what will happen, right? Children love ice cream and that's a fact. You'll see Whippy Ice Cream sales climb!	<1>アトラクション、ショップの\n高度な組み合わせを紹介します。\nこれで売り上げアップ間違いなし！<P>バウンシーキャッスルには子供が多く\n集まります。そこにウォーリーアイスを\n出店してみましょう。<P>アイスクリームの嫌いな子供はいません。\nウォーリーアイスの売り上げアップに\n期待しましょう！	
5	3	YET_ADVICE_PLACE_SHOP_WITH_RIDE	<1>Adults like the hair-raising thrills offered by ghost houses and the like.<P>In the same area, go ahead and set up a coffee shop and a saloon.<P>Adults attracted to the ghost house will patronize these shops, and you're sure to see a rise in profits!	<1>ゴーストハウスは\n身の毛もよだつ怖いアトラクション。\n大人が多く集まります。<P>そこにコーヒーショップや\nビアハウスを出店してみましょう。<P>なぜだかわかりませんが大人がウロウロ…\n売り上げアップ、ぜひ期待しましょう！	
5	4	YET_ADVICE_PLACE_FAC_WITH_RIDE	<1>Scenery can add appeal to the shops and rides to increase their earnings.<P>Try placing some Spooky Trees near Ghost Houses.<P>The added creepiness will increase the appeal of the rides and more guests will come.	<1>アトラクション、ショップは景観を演出して\nあげる事でより収益をアップする事が可能です。<P>ゴーストハウスの周りに\n”怪しい木”を多数、\n配置してみましょう。<P>これだけで、おどろおどろしさがアップします。\n演出が効果的に働き、\n集客力はアップするはずです。	
5	5	YET_ADVICE_LEAD_PEOP	<1>Let's look at how people tend to move through amusement parks and put that knowledge to good use!<P>I recommend placing a Balloon World and souvenir shops near the park entrance.<P>After a fun-filled day in the park, all guests have to pass through the gates to leave, right?	<1>導線とよばれる、人の動き、流れを利用した\nとっておきの集客テクニックを\nお教えしましょう！<P>バルーンストア等のおみやげ店は、\n入場ゲート付近に出店する事をお勧めします。<P>園内を存分に楽しんだお客さん、その帰り際！\n皆、出口に向かうはずです。\nそれをうまく利用しましょう。	
5	6	YET_ADVICE_FOOD_AMOUNT	<1>Here's an advanced shop combination for your consideration. Try it and watch profits rise!<P>Place a Pokey Cola shop next to a Big Time Fry stand and see what happens.<P>After guests enjoy some salty fries, they'll get thirsty. Can you hear the cash registers ringing already?	<1>アトラクション、ショップの\n高度な組み合わせを紹介します。\nこれで売り上げアップ間違いなし！<P>塩気を増やしたビッグフライポテトに隣接して、\nドンキーコーラを出店してみましょう。<P>喉が渇いたお客さんは、\n飲み物を欲しがるでしょう。ショップ同士、\n売り上げの相乗効果が見込めます。	
5	7	YET_ADVICE_KIDS_MIND	<1>Here's an advanced ride and shop combination to consider. Try it and watch profits rise!<P>The Bouncy Castle draws in a lot of kids.Try placing a Whippy Ice Cream stand nearby.<P>You already know what will happen, right? Children love ice cream and that's a fact. You'll see Whippy Ice Cream sales climb!	<1>アトラクション、ショップの\n高度な組み合わせを紹介します。\nこれで売り上げアップ間違いなし！<P>バウンシーキャッスルには子供が多く\n集まります。そこにウォーリーアイスを\n出店してみましょう。<P>アイスクリームの嫌いな子供はいません。\nウォーリーアイスの売り上げアップに\n期待しましょう！	
5	8	YET_ADVICE_PLACE_SHOP_WITH_RIDE2	<1>Adults like the hair-raising thrills offered by ghost houses and the like.<P>In the same area, go ahead and set up a coffee shop and a saloon.<P>Adults attracted to the ghost house will patronize these shops, and you're sure to see a rise in profits!	<1>ゴーストハウスは\n身の毛もよだつ怖いアトラクション。\n大人が多く集まります。<P>そこにコーヒーショップや\nビアハウスを出店してみましょう。<P>なぜだかわかりませんが大人がウロウロ…\n売り上げアップ、ぜひ期待しましょう！	
5	9	YET_ADVICE_PLACE_FAC_WITH_RIDE2	<1>Scenery can add appeal to the shops and rides to increase their earnings.<P>Try placing some Spooky Trees near Ghost Houses.<P>The added creepiness will increase the appeal of the rides and more guests will come.	<1>アトラクション、ショップは景観を演出して\nあげる事でより収益をアップする事が可能です。<P>ゴーストハウスの周りに\n”怪しい木”を多数、\n配置してみましょう。<P>これだけで、おどろおどろしさがアップします。\n演出が効果的に働き、\n集客力はアップするはずです。	
5	10	YET_ADVICE_LEAD_PEOP2	<1>Let's look at how people tend to move through amusement parks and put that knowledge to use!<P>I recommend placing Balloon World and souvenir shops near the park entrance.<P>After a fun-filled day in the park, all guests have to pass through the gates to leave, right?	<1>導線とよばれる、人の動き、流れを利用した\nとっておきの集客テクニックを\nお教えしましょう！<P>バルーンストア等のおみやげ店は、\n入場ゲート付近に出店する事をお勧めします。<P>園内を存分に楽しんだお客さん、その帰り際！\n皆、出口に向かうはずです。\nそれをうまく利用しましょう。	
5	11	YET_ADVICE_FOOD_AMOUNT2	<1>Here's an advanced shop combination for your consideration. Try it and watch profits rise!<P>Place a Pokey Cola shop next to a Big Time Fry stand and see what happens.<P>After guests enjoy some salty fries, they'll get thirsty. Can you hear the cash registers ringing already?	<1>アトラクション、ショップの\n高度な組み合わせを紹介します。\nこれで売り上げアップ間違いなし！<P>塩気を増やしたビッグフライポテトに隣接して、\nドンキーコーラを出店してみましょう。<P>喉が渇いたお客さんは、\n飲み物を欲しがるでしょう。ショップ同士、\n売り上げの相乗効果が見込めます。	
6	0	CELL2041			
6	1	CELL2051	<1>Welcome to the Theme Park guided tour!	<1>テーマパーク、ガイドツアーへようこそ！	
6	2	CELL2061	<2>As you know, I am Mr. Bell. I'll be your guide today.	<2>案内を務めるのは私、ロバート・ベルです。\nよろしくお願いします！	
6	3	CELL2071	<1>Let's get started shall we? I'll give you a run through on how to build your very own Theme Park!	<1>では早速、テーマパークの造り方について、\nチュートリアル形式で学んでいきましょう！	
6	4	CELL2081	<1>If you want to skip the tutorial, you can always press the "Start" button.	<1>ちなみにスタートボタンで、いつでもこの\nガイドツアーをスキップする事が可能です。\n覚えておきましょう。	
6	5	CELL2091	<1>First things first. Let's try placing some Paths.	<1>まず最初の第一歩。\n”歩道”を敷設しましょう。	
6	6	CELL2101	<1>Paths are the most fundamental component of any theme park. They allow your guests to walk around your theme park easily.	<1>歩道はお客さんが\nテーマパークを自由に歩く為に必要な、\n最も基礎的な要素となります。	
6	7	CELL2111	<1>Notice the icon that is flashing? That's the "Path" icon. Please tap it with your Stylus.\n	<1>点滅しているアイコンがわかりますか？\nこれが”歩道アイコン”です。\nタッチしてみましょう。	
6	8	CELL2121	<1>Next, take a look at the park screen. Place a path by tracing the flashing line with your stylus.	<1>次に、パーク画面を見てください。\n点滅するラインを\nタッチペンで、なぞってみてください。	
6	9	CELL2131	<1>Well done! You've placed your first Path! Try placing another... practice makes perfect, after all.	<1>歩道ができたようですね。\nそれでは復習を兼ねて\nもうひとつ、歩道を敷設してみましょう。	
6	10	CELL2141	<2>Good work! You've got the hang of placing paths now. Let's move on, shall we?	<2>グッド！どうです？簡単でしょう？\nこの調子でどんどん学んでいきましょう！	
6	11	CELL2151	<1>Next, let's try placing a ride! Every theme park needs good rides.	<1>次にテーマパークの花形\n”アトラクション”を設置しましょう。	
6	12	CELL2161	<1>Please tap the flashing icon, the "Place Ride" icon.	<1>点滅している\n”アトラクション設置アイコン”を\nタッチしてみましょう。	
6	13	CELL2171	<1>Notice the upper and lower screens have switched. The lower screen now shows the "Buy Ride" screen.	<1>画面が上下切り替わりましたね。\n下画面に表示されているのが\n”アトラクション購入画面”です。	
6	14	CELL2181	<1>This is the screen where you buy attractions.	<1>この画面でアトラクションを購入します。	
6	15	CELL2191	<1>Try tapping the "Bouncy Castle" icon to display a description of the ride.	<1>試しに\nバウンシーキャッスルを\nタッチしてみましょう。	
6	16	CELL2201	<1>Next, let's select the "Bouncy Castle" to place it in our park.	<1>バウンシーキャッスルの\n説明文が表示されましたね。	
6	17	CELL2211	<1>You can either draw a check mark on, or a circle around, the Bouncy Castle ride.	<1>次にバウンシーキャッスルを\n”チェック”又は\n○で囲んでみてください。	
6	18	CELL2221	<1>The upper and lower screens have now switched back. Let's place the Bouncy Castle ride you've selected.	<1>また画面が上下切り替わりました。\n選択されたバウンシーキャッスルを\n配置しましょう。	
6	19	CELL2231	<1>Use your Stylus to move the Bouncy Castle to the location that is flashing.	<1>タッチペンでバウンシーキャッスルを\n点滅位置に移動させてみてください。	
6	20	CELL2241	<1>After positioning it correctly, an OK button appears. Tap the OK button to place the ride in the park.	<1>位置が決まると、ＯＫアイコンが表示されます。\nＯＫアイコンをタッチしてみましょう。	
6	21	CELL2251	<1>Your Bouncy Castle ride is now safely in place. It still needs some preparations, though.	<1>バウンシーキャッスルが配置されました。\nただこれだけでは、\nアトラクションは機能しません。	
6	22	CELL2261	<1>All rides must have an entrance and an exit.	<1>アトラクションには\n”入口”と”出口”が存在します。	
6	23	CELL2271	<1>So the next step is to decide where you want the ride's entrance and exit to be.	<1>次のステップとして、出入口の場所を\n指定します。まずアトラクションの\n入口位置を指定しましょう。	
6	24	CELL2281	<1>Please tap the location that is flashing. This is where we'll position the entrance. Tap OK to place the entrance.	<1>点滅場所をタッチすると、\nＯＫアイコンが表示されます。\nＯＫアイコンをタッチしてみましょう。	
6	25	CELL2291	<1>Good, the entrance is placed. Next, let's create the ride's exit.	<1>入口が配置されました。\n次に出口の配置をします。	
6	26	CELL2301	<1>Please tap the location that is flashing. We'll place the exit here. Tap OK to place the exit.	<1>入口と同じように、\n点滅場所をタッチした後、表示される\nＯＫアイコンをタッチしてみましょう。	
6	27	CELL2311	<2>You've finished placing the ride's entrance and exit. It is now ready for guests to enjoy.	<2>出入口の配置が完了しました！\nこれでこのアトラクションの\n運行準備ができた事になります。	
6	28	CELL2321	<1>There's an important rule to remember when placing entrances and exits for rides.	<1>なお出入口の設置に関して、\nひとつ大事なルールがあります。	
6	29	CELL2331	<1>Both the entrance and exit need to be placed next to a path.	<1>出入口共に、\n必ず歩道に隣接する場所に配置してください。	
6	30	CELL2341	<1>Unless the ride is adjacent to a path, your guests cannot use it.	<1>歩道と隣接していない場合、お客さんは\nアトラクションを利用することができません。	
6	31	CELL2351	<2>This is the most fundamental rule of ride placement. Don't forget it! 	<2>これはアトラクション配置する上での、\n最も基本的なルールです。\n良く覚えておきましょう。	
6	32	CELL2361	<5>Hmmm... Looks like the word has spread. Some guests want to visit your theme park!	<5>おや？どこから噂を聞きつけたのか…\nお客さんがやって来ているようですね。	
6	33	CELL2371	<1>Let's open the entrance gate and let the guests enter the park. Please tap the entrance gate. 	<1>入場ゲートを開門して、\nお客さんを遊園地に招き入れましょう。\nゲートをタッチしてみてください。	
6	34	CELL2381	<1>The gate is now open. Some of the guests are heading for your newly-placed ride!	<1>入場ゲート開門でお客さんが入園しています。\n早速、アトラクションに\n向かっているようですね。	
6	35	CELL2391	<3>The guests seem satisfied with the ride. There's a little problem, though.	<3>お客さんは十分楽しんだようです。\nが、このままではひとつ問題が\n発生してしまいます。	
6	36	CELL2401	<3>With the current set-up, your Bouncy Castle ride can only accommodate a small number of people.	<3>今のままだと、\nバウンシーキャッスルの定員人数分しか、\nお客さんが利用することが出来ません。	
6	37	CELL2411	<4>Any guests who find the ride full will turn away and head somewhere else.	<4>アトラクションに入れなかったお客さんは、\nそっぽを向いて、\n他の場所に移ってしまうでしょう。	
6	38	CELL2421	<1>There's a way make guests wait around until the Bouncy Castle is available!	<1>そんな移り気なお客さんに、\nバウンシーキャッスルで遊んでもらう為の\n方法を教えましょう！	
6	39	CELL2431	<1>You'll need to place a Queue for those guests who are interested in waiting in line for the Bouncy Castle.	<1>バウンシーキャッスルで遊びたい\nお客さん達の為に、\n”整列歩道”を敷設します。	
6	40	CELL2441	<1>Queues are special paths where guests line up and wait for rides.	<1>整列歩道とは、アトラクションの順番を待つ\nお客さんに並んでもらう為の専用区画です。	
6	41	CELL2451	<1>Before placing the Queue, you'll need to make space for it.	<1>…と、その前にまずは下準備。\n整列歩道を敷設する場所を、\n確保する必要がありそうです。	
6	42	CELL2461	<1>Let's remove part of the Path to make way for the Queue. Please tap the "Eraser" icon.	<1>整列歩道敷設に障害となる、\n歩道の撤去を行います。\n”消しゴムアイコン”をタッチしてください。	
6	43	CELL2471	<1>With the "Eraser" icon active, trace the flashing section of the Path with your Stylus to remove it.	<1>消しゴムアイコンがＯＮの状態で、\n点滅している歩道を\nタッチペンでなぞってみましょう。	
6	44	CELL2481	<1>Good, the path is removed. The "Eraser" icon is a useful tool to remove many things from your park.	<1>歩道が撤去されました。\nこのように消しゴムアイコンは、\n様々な施設の撤去に使用します。	
6	45	CELL2491	<1>Now that you have the space, let's place the Queue. Please tap the triangle above the "Path Placement" icon.	<1>それでは改めて整列歩道を敷設しましょう。\n歩道設置アイコンの上にある、\n△部分をタッチしてください。	
6	46	CELL2501	<1>The Paths icon menu is now displayed. You can select various paths, queues, tracks and courses from this menu.	<1>表示されているのが、歩道アイコンツリーです。\n様々な種類の通路、\nレールを敷設する事が出来ます。	
6	47	CELL2511	<1>The flashing item is the "Queue" icon. Please tap this icon.	<1>点滅しているアイコンが整列歩道アイコンです。\nこのアイコンをタッチしてください。	
6	48	CELL2521	<1>You can see the "Path" icon is now replaced with the "Queue" icon. You are ready to place your Queue.	<1>歩道設置アイコンが\n整列歩道アイコンに切り替わりました。\nこれで整列歩道を敷設できます。	
6	49	CELL2531	<1>Trace the flashing line with your stylus to place the Queue.	<1>整列歩道を敷設してみましょう。\n点滅するラインに沿って、\nタッチペンでなぞってみてください。	
6	50	CELL2541	<2>Excellent! You've placed a new Queue.	<2>整列歩道が敷設されました！	
6	51	CELL2551	<1>The customers are already starting to line up.	<1>早速、お客さんが整列歩道に\n並んでいるようですね。	
6	52	CELL2561	<3>Queues need to be placed strategically to get the most benefit out of them.	<3>整列歩道はただ適当に敷設しても、\n良い効果を発揮してくれません。	
6	53	CELL2571	<3>If a Queue is too long, guests may get bored while waiting in line. If a Queue is too short, the guests will simply not get in line.	<3>あまり整列歩道が長すぎても、\nお客さんは退屈してしまいますし、\n逆に短すぎても並んでくれません。	
6	54	CELL2581	<3>You will need to experiment with the length and structure of Queues.<P>Adjust the Queues based on the type of ride and its popularity.	<3>待ってくれるお客さんの事を考えて\n長さ、構造を\n試行錯誤する必要が出てくるでしょう。	
6	55	CELL2591	<2>Just imagine what your guests will have on their minds when they see the line and you will do fine.	<2>アトラクションの種類、客の入り等の状況に\n合わせ、臨機応変に整列歩道を敷けるよう、\n心がけましょう！	
6	56	CELL2601	<1>By the way, some of our guests might be getting hungry. Let's set up some food and drink facilities to cater to their needs.	<1>さて、お客さんのお腹が空いてくる\n頃合いでしょうか？空腹のお客さんの為に、\n飲食店を作ってみましょう。	
6	57	CELL2611	<1>For starters, how about an ice cream shop?	<1>試しに定番メニューである、\nソフトクリーム屋なんてどうでしょうか？	
6	58	CELL2621	<1>The flashing icon is the "Place Shop" icon. Please tap this icon.	<1>点滅しているのが\n”ショップ設置アイコン”です。\nアイコンをタッチしてください。	
6	59	CELL2631	<1>The upper and lower screens have switched. The "Purchase Shop" screen is now displayed on the lower screen.	<1>画面が上下切り替わりましたね。\n下画面に表示されているのが\n”ショップ購入画面”です。	
6	60	CELL2641	<1>The process for buying shops is the same as for buying rides. Select the Whippy Ice Cream shop.	<1>この流れはアトラクション購入時と\n変わりません。同じ流れで\nウォーリーアイスを選択しましょう。	
6	61	CELL2651	<1>Draw a check mark on, or draw a circle around, the Whippy Ice Cream shop.	<1>ウォーリーアイスを”チェック”\n又は○で囲んでみてください。	
6	62	CELL2661	<1>The upper and lower screens have switched back again. Let's place the Whippy Ice Cream shop you selected.	<1>また画面が上下切り替わりました。\n次にウォーリーアイスを配置しましょう。	
6	63	CELL2671	<1>Use your Stylus to move the Whippy Ice Cream shop to the location that is flashing.	<1>タッチペンでウォーリーアイスを\n点滅位置に移動させてみてください。	
6	64	CELL2681	<1>Once positioned, an OK button will appear. Tap the OK button.	<1>位置が決まると、ＯＫアイコンが表示されます。\nＯＫアイコンをタッチしてみましょう。	
6	65	CELL2691	<2>Your new Whippy Ice Cream shop is now in place. But there's one thing to remember about shop placement.	<2>ウォーリーアイスが配置されました！\nここでショップに関しての注意事項がひとつ。	
6	66	CELL2701	<1>As with rides, shops need to be placed adjacent to Paths.	<1>アトラクション同様、ショップに関しても\n歩道に隣接した場所に設置する必要があります。	
6	67	CELL2711	<5>Uh oh. One of the guests who just came out of the Whippy Ice Cream store threw some trash on the ground!	<5>おや？\nウォーリーアイスから出てきたお客さんが、\nゴミを歩道に捨ててしまいましたね。	
6	68	CELL2721	<4>Having trash all over your Theme Park will ruin the reputation of your park.	<4>テーマパークがゴミであふれかえると、\nお客さんに悪い評判が広がってしまいます。	
6	69	CELL2731	<1>Moving on to the next step, let's hire some staff to help keep the Park clean.	<1>ここで次のステップ。\n園内をきれいに掃除してくれる清掃スタッフ、\nスイーパーを雇用してみましょう。	
6	70	CELL2741	<1>The flashing icon is the "Staff" icon. Please tap this icon.	<1>点滅しているのが”スタッフアイコン”です。\nアイコンをタッチしてください。	
6	71	CELL2751	<1>The upper and lower screens have switched. The lower screen now shows the "Hire Staff" screen.	<1>画面が上下切り替わりましたね。\n下画面に表示されているのが\n”スタッフ雇用画面”です。	
6	72	CELL2761	<1>Tap the "Handyman" to get a description.	<1>次に”スイーパー”をタッチしてみてください。	
6	73	CELL2771	<1>As you can see, Handymen specialize in keeping the Park clean.	<1>説明文を見ればわかるように、\n彼は遊園地を清潔に保つ、\n清掃専門のスタッフです。	
6	74	CELL2781	<1>Select the "Handyman". Either draw a check mark on, or draw a circle around, his icon.	<1>スイーパーを”チェック”\n又は○で囲んでください。	
6	75	CELL2791	<1>The upper and lower screens have switched again. Let's place the Handyman you selected.	<1>また画面が上下切り替わりました。\n次にスイーパーの配属場所を指定しましょう。	
6	76	CELL2801	<1>Position the Handyman by tapping the flashing location, then tap OK to place him there.	<1>点滅位置をタッチすると、\nＯＫアイコンが表示されます。\n配置しましょう。	
6	77	CELL2811	<2>The Handyman has begun cleaning. Remember to hire more Handymen as your Theme Park grows larger.	<2>スイーパーが清掃作業を始めました。\nテーマパークの規模に合わせて\n適時、雇用していきましょう。	
